date,number_of_lab_tests,cumulative_number_of_lab_tests,number_of_cases,cumulative_number_of_cases,currently_hospitalized,currently_in_icu,count_hosp_covid_related,count_icu_covid_related,cumulative_number_of_deaths,number_of_deaths,number_of_variants_of_concern,percent_positivity,total_vaccinated,active_cases
2020-03-06,60,511,0,0,0,0,,,0,0,0,5.0,0.0,2.0
2020-03-07,281,792,1,2,0,0,,,0,0,0,0.0,0.0,2.0
2020-03-08,454,1246,1,3,0,0,,,0,0,0,0.0,0.0,4.0
2020-03-09,643,1889,4,7,1,0,,,0,0,0,1.71,0.0,7.0
2020-03-10,784,2673,9,16,1,0,,,0,0,0,1.91,0.0,14.0
2020-03-11,1334,4007,7,23,1,0,,,0,0,0,0.6,0.0,19.0
2020-03-12,1147,5154,3,26,2,1,,,0,0,0,0.26,0.0,23.0
2020-03-13,1587,6741,8,34,5,2,,,0,0,0,1.2,0.0,29.0
2020-03-14,1555,8296,22,56,5,2,,,0,0,0,1.93,0.0,39.0
2020-03-15,1834,10130,11,67,5,2,,,0,0,0,0.87,0.0,56.0
2020-03-16,1485,11615,24,91,6,2,,,0,0,0,2.63,0.0,74.0
2020-03-17,2083,13698,11,102,7,3,,,0,0,0,0.48,0.0,97.0
2020-03-18,2878,16576,29,131,12,3,,,1,1,0,1.88,0.0,119.0
2020-03-19,2869,19445,32,163,15,8,,,1,0,0,1.67,0.0,144.0
2020-03-20,3593,23038,46,209,16,9,,,1,0,0,1.64,0.0,192.0
2020-03-21,3507,26545,35,244,19,10,,,1,0,0,1.17,0.0,223.0
2020-03-22,2854,29399,47,291,20,10,,,1,0,0,1.26,0.0,256.0
2020-03-23,2728,32127,52,343,22,10,,,1,0,0,1.65,0.0,298.0
2020-03-24,3143,35270,68,411,29,11,,,1,0,0,1.81,0.0,355.0
2020-03-25,1645,36915,63,474,33,11,,,1,0,0,3.65,0.0,416.0
2020-03-26,1316,38231,53,527,34,11,,,1,0,0,2.74,0.0,459.0
2020-03-27,3697,41928,85,612,35,13,,,1,0,0,2.41,0.0,509.0
2020-03-28,2145,44073,54,666,38,14,,,1,0,0,2.0,0.0,568.0
2020-03-29,1929,46002,34,700,40,15,,,5,4,0,0.98,0.0,588.0
2020-03-30,2549,48551,40,740,42,17,,,10,5,0,1.18,0.0,596.0
2020-03-31,4770,53321,132,872,42,18,,,11,1,0,2.56,0.0,634.0
2020-04-01,3610,56931,108,980,41,20,,,12,1,0,2.3,0.0,729.0
2020-04-02,4009,60940,122,1102,43,20,,,15,3,0,2.34,0.0,794.0
2020-04-03,1723,62663,70,1172,45,19,,,18,3,0,2.44,0.0,879.0
2020-04-04,1807,64470,60,1232,47,20,,,23,5,0,2.6,0.0,941.0
2020-04-05,1185,65655,42,1274,44,20,,,25,2,0,3.21,0.0,971.0
2020-04-06,941,66596,34,1308,45,18,,,28,3,0,2.66,0.0,987.0
2020-04-07,1705,68301,53,1361,46,16,,,28,0,0,2.29,0.0,926.0
2020-04-08,1288,69589,33,1394,49,16,,,32,4,0,2.17,0.0,904.0
2020-04-09,2291,71880,45,1439,50,15,,,36,4,0,1.48,0.0,859.0
2020-04-10,2851,74731,49,1488,52,15,,,40,4,0,1.4,0.0,787.0
2020-04-11,2240,76971,65,1553,52,15,,,45,5,0,2.14,0.0,795.0
2020-04-12,2305,79276,68,1621,50,15,,,45,0,0,2.52,0.0,828.0
2020-04-13,2136,81412,68,1689,49,14,,,48,3,0,2.76,0.0,855.0
2020-04-14,2572,83984,127,1816,48,15,,,48,0,0,4.67,0.0,956.0
2020-04-15,3092,87076,133,1949,55,12,,,50,2,0,3.85,0.0,1082.0
2020-04-16,3099,90175,146,2095,58,13,,,50,0,0,4.94,0.0,1244.0
2020-04-17,5238,95413,213,2308,63,14,,,54,4,0,4.01,0.0,1273.0
2020-04-18,3800,99213,187,2495,56,16,,,57,3,0,4.79,0.0,1400.0
2020-04-19,4370,103583,201,2696,62,19,,,62,5,0,4.51,0.0,1605.0
2020-04-20,4009,107592,183,2879,62,18,,,66,4,0,4.71,0.0,1678.0
2020-04-21,4313,111905,264,3143,61,20,,,72,6,0,5.91,0.0,1822.0
2020-04-22,4057,115962,294,3437,64,19,,,75,3,0,7.2,0.0,2091.0
2020-04-23,4471,120433,340,3777,65,18,,,80,5,0,7.67,0.0,2363.0
2020-04-24,4531,124964,232,4009,70,21,,,80,0,0,5.16,0.0,2620.0
2020-04-25,4664,129628,222,4231,70,19,,,84,4,0,4.97,0.0,2762.0
2020-04-26,4301,133929,203,4434,75,21,,,88,4,0,4.49,0.0,2931.0
2020-04-27,3444,137373,178,4612,77,20,,,90,2,0,5.14,0.0,3032.0
2020-04-28,4362,141735,249,4861,79,23,,,94,4,0,5.89,0.0,3186.0
2020-04-29,5077,146812,231,5092,86,22,,,96,2,0,4.53,0.0,3212.0
2020-04-30,5035,151847,222,5314,89,22,,,100,4,0,4.37,0.0,3194.0
2020-05-01,2847,154694,141,5455,82,23,,,102,2,0,4.25,0.0,3214.0
2020-05-02,4970,159664,112,5567,83,19,,,104,2,0,2.25,0.0,3136.0
2020-05-03,3244,162908,70,5637,83,21,,,106,2,0,2.37,0.0,3053.0
2020-05-04,2557,165465,79,5716,82,21,,,107,1,0,2.89,0.0,2894.0
2020-05-05,3032,168497,62,5778,84,20,,,111,4,0,2.01,0.0,2674.0
2020-05-06,2882,171379,65,5843,79,19,,,112,1,0,2.22,0.0,2411.0
2020-05-07,4135,175514,87,5930,78,18,,,115,3,0,2.18,0.0,2208.0
2020-05-08,3781,179295,77,6007,73,16,,,115,0,0,2.17,0.0,2078.0
2020-05-09,4214,183509,85,6092,64,14,,,117,2,0,1.97,0.0,1953.0
2020-05-10,3260,186769,71,6163,65,12,,,118,1,0,2.18,0.0,1864.0
2020-05-11,2793,189562,47,6210,64,11,,,121,3,0,1.75,0.0,1641.0
2020-05-12,3756,193318,70,6280,65,11,,,124,3,0,1.86,0.0,1479.0
2020-05-13,4409,197727,62,6342,61,9,,,124,0,0,1.47,0.0,1331.0
2020-05-14,4767,202494,61,6403,57,9,,,125,1,0,1.26,0.0,1252.0
2020-05-15,4700,207194,73,6476,52,9,,,126,1,0,1.57,0.0,1198.0
2020-05-16,3986,211180,54,6530,50,8,,,128,2,0,1.4,0.0,1210.0
2020-05-17,3189,214369,46,6576,50,9,,,129,1,0,1.57,0.0,1191.0
2020-05-18,3230,217599,38,6614,50,9,,,131,2,0,1.24,0.0,1164.0
2020-05-19,2503,220102,43,6657,45,8,,,132,1,0,1.8,0.0,1132.0
2020-05-20,3277,223379,27,6684,44,7,,,136,4,0,0.92,0.0,1098.0
2020-05-21,3722,227101,30,6714,42,6,,,138,2,0,0.83,0.0,1058.0
2020-05-22,3823,230924,27,6741,39,6,,,138,0,0,0.86,0.0,999.0
2020-05-23,3861,234785,32,6773,35,7,,,139,1,0,0.83,0.0,949.0
2020-05-24,3234,238019,29,6802,33,6,,,139,0,0,0.87,0.0,936.0
2020-05-25,2958,240977,13,6815,33,5,,,141,2,0,0.44,0.0,900.0
2020-05-26,3056,244033,19,6834,33,5,,,143,2,0,0.65,0.0,853.0
2020-05-27,3603,247636,27,6861,31,4,,,143,0,0,0.78,0.0,820.0
2020-05-28,3903,251539,28,6889,32,4,,,143,0,0,0.74,0.0,795.0
2020-05-29,3862,255401,30,6919,33,5,,,144,1,0,0.78,0.0,820.0
2020-05-30,3364,258765,20,6939,27,6,,,144,0,0,0.62,0.0,747.0
2020-05-31,3133,261898,34,6973,24,6,,,144,0,0,1.09,0.0,727.0
2020-06-01,2734,264632,21,6994,24,6,,,145,1,0,0.77,0.0,543.0
2020-06-02,4055,268687,19,7013,25,6,,,146,1,0,0.62,0.0,520.0
2020-06-03,4781,273468,18,7031,20,6,,,147,1,0,0.38,0.0,489.0
2020-06-04,5416,278884,19,7050,18,5,,,147,0,0,0.39,0.0,480.0
2020-06-05,5604,284488,37,7087,18,5,,,148,1,0,0.75,0.0,474.0
2020-06-06,5870,290358,23,7110,18,5,,,150,2,0,0.44,0.0,482.0
2020-06-07,5490,295848,33,7143,20,5,,,150,0,0,0.62,0.0,482.0
2020-06-08,4976,300824,24,7167,19,5,,,151,1,0,0.52,0.0,504.0
2020-06-09,5923,306747,38,7205,16,5,,,151,0,0,0.69,0.0,507.0
2020-06-10,6850,313597,48,7253,16,4,,,151,0,0,0.73,0.0,522.0
2020-06-11,8477,322074,43,7296,16,4,,,151,0,0,0.51,0.0,528.0
2020-06-12,6183,328257,27,7323,20,5,,,151,0,0,0.44,0.0,535.0
2020-06-13,7665,335922,35,7358,18,5,,,151,0,0,0.52,0.0,553.0
2020-06-14,7459,343381,53,7411,20,6,,,151,0,0,0.76,0.0,572.0
2020-06-15,6366,349747,36,7447,25,6,,,151,0,0,0.58,0.0,585.0
2020-06-16,6970,356717,45,7492,27,7,,,151,0,0,0.67,0.0,600.0
2020-06-17,7821,364538,46,7538,28,7,,,152,1,0,0.64,0.0,637.0
2020-06-18,9100,373638,46,7584,30,6,,,152,0,0,0.57,0.0,641.0
2020-06-19,7399,381037,47,7631,30,6,,,152,0,0,0.65,0.0,664.0
2020-06-20,8324,389361,30,7661,27,7,,,152,0,0,0.38,0.0,677.0
2020-06-21,6895,396256,33,7694,28,6,,,153,1,0,0.51,0.0,686.0
2020-06-22,6542,402798,41,7735,26,6,,,153,0,0,0.61,0.0,695.0
2020-06-23,6518,409316,45,7780,28,7,,,153,0,0,0.81,0.0,685.0
2020-06-24,6367,415683,25,7805,27,8,,,153,0,0,0.47,0.0,691.0
2020-06-25,6634,422317,36,7841,30,8,,,154,1,0,0.57,0.0,659.0
2020-06-26,6396,428713,66,7907,32,8,,,154,0,0,1.13,0.0,663.0
2020-06-27,6509,435222,37,7944,32,8,,,154,0,0,0.61,0.0,674.0
2020-06-28,6997,442219,68,8012,32,9,,,154,0,0,1.03,0.0,674.0
2020-06-29,7199,449418,44,8056,32,9,,,154,0,0,0.64,0.0,713.0
2020-06-30,6952,456370,33,8089,32,8,,,155,1,0,0.62,0.0,703.0
2020-07-01,7675,464045,64,8153,30,8,,,155,0,0,0.86,0.0,733.0
2020-07-02,6739,470784,55,8208,33,9,,,155,0,0,0.91,0.0,697.0
2020-07-03,5960,476744,30,8238,38,8,,,155,0,0,0.55,0.0,727.0
2020-07-04,5545,482289,48,8286,46,7,,,156,1,0,0.92,0.0,756.0
2020-07-05,5602,487891,48,8334,46,6,,,156,0,0,1.09,0.0,808.0
2020-07-06,6014,493905,49,8383,47,6,,,156,0,0,0.78,0.0,762.0
2020-07-07,6268,500173,44,8427,47,7,,,158,2,0,0.78,0.0,777.0
2020-07-08,6970,507143,43,8470,41,7,,,159,1,0,0.66,0.0,766.0
2020-07-09,7804,514947,74,8544,41,9,,,162,3,0,0.96,0.0,751.0
2020-07-10,7528,522475,62,8606,43,8,,,162,0,0,0.85,0.0,763.0
2020-07-11,10003,532478,90,8696,44,11,,,162,0,0,1.01,0.0,732.0
2020-07-12,7595,540073,78,8774,46,13,,,162,0,0,1.12,0.0,790.0
2020-07-13,5809,545882,87,8861,56,13,,,163,1,0,1.62,0.0,837.0
2020-07-14,6386,552268,85,8946,61,7,,,166,3,0,1.44,0.0,864.0
2020-07-15,8225,560493,115,9061,64,8,,,166,0,0,1.62,0.0,867.0
2020-07-16,6484,566977,103,9164,68,15,,,167,1,0,1.73,0.0,972.0
2020-07-17,9719,576696,168,9332,75,16,,,167,0,0,1.89,0.0,1026.0
2020-07-18,6857,583553,102,9434,75,15,,,170,3,0,1.63,0.0,1148.0
2020-07-19,6961,590514,88,9522,76,17,,,171,1,0,1.39,0.0,1219.0
2020-07-20,7817,598331,131,9653,85,16,,,173,2,0,1.69,0.0,1279.0
2020-07-21,8156,606487,136,9789,92,18,,,175,2,0,1.77,0.0,1365.0
2020-07-22,8230,614717,113,9902,94,21,,,177,2,1,1.37,0.0,1425.0
2020-07-23,8741,623458,116,10018,90,21,,,179,2,0,1.4,0.0,1469.0
2020-07-24,10589,634047,117,10135,88,16,,,182,3,0,1.18,0.0,1519.0
2020-07-25,9855,643902,98,10233,78,16,,,184,2,0,1.07,0.0,1559.0
2020-07-26,7443,651345,89,10322,79,17,,,187,3,0,1.36,0.0,1594.0
2020-07-27,7910,659255,81,10403,79,15,,,190,3,0,1.13,0.0,1616.0
2020-07-28,8989,668244,131,10534,76,16,,,194,4,0,1.57,0.0,1604.0
2020-07-29,8674,676918,118,10652,77,17,,,195,1,0,1.43,0.0,1620.0
2020-07-30,8394,685312,124,10776,75,16,,,196,1,0,1.57,0.0,1603.0
2020-07-31,11514,696826,99,10875,75,17,,,200,4,0,1.01,0.0,1582.0
2020-08-01,9148,705974,67,10942,71,18,,,200,0,0,0.75,0.0,1530.0
2020-08-02,6934,712908,73,11015,72,17,,,200,0,0,1.1,0.0,1486.0
2020-08-03,7246,720154,64,11079,72,22,,,203,3,0,1.02,0.0,1500.0
2020-08-04,7203,727357,94,11173,65,21,,,204,1,0,1.36,0.0,1392.0
2020-08-05,7991,735348,61,11234,62,19,,,207,3,0,0.76,0.0,1349.0
2020-08-06,8561,743909,128,11362,55,18,,,209,2,0,1.55,0.0,1312.0
2020-08-07,8780,752689,111,11473,54,17,,,209,0,0,1.34,0.0,1333.0
2020-08-08,10167,762856,97,11570,54,18,,,214,5,0,0.97,0.0,1283.0
2020-08-09,7414,770270,45,11615,51,15,,,216,2,0,0.63,0.0,1311.0
2020-08-10,7061,777331,86,11701,49,15,,,218,2,0,1.39,0.0,1303.0
2020-08-11,8078,785409,116,11817,47,14,,,220,2,0,1.57,0.0,1220.0
2020-08-12,7752,793161,72,11889,49,13,,,222,2,0,1.02,0.0,1261.0
2020-08-13,8210,801371,81,11970,48,13,,,222,0,0,1.12,0.0,1256.0
2020-08-14,10890,812261,104,12074,46,13,,,222,0,0,0.99,0.0,1257.0
2020-08-15,8658,820919,83,12157,48,13,,,225,3,0,0.95,0.0,1352.0
2020-08-16,8693,829612,95,12252,50,11,,,226,1,0,1.13,0.0,1438.0
2020-08-17,8034,837646,85,12337,53,14,,,227,1,0,1.19,0.0,1274.0
2020-08-18,9037,846683,81,12418,52,15,,,228,1,0,1.01,0.0,1394.0
2020-08-19,9294,855977,101,12519,50,15,,,229,1,0,1.25,0.0,1334.0
2020-08-20,9870,865847,140,12659,44,12,,,229,0,0,1.45,0.0,1312.0
2020-08-21,10176,876023,88,12747,48,12,,,231,2,0,0.9,0.0,1374.0
2020-08-22,10096,886119,103,12850,47,10,,,232,1,0,1.05,0.0,1457.0
2020-08-23,8498,894617,70,12920,48,10,,,236,4,0,0.87,0.0,1563.0
2020-08-24,8446,903063,73,12993,48,8,,,236,0,0,0.96,0.0,1406.0
2020-08-25,9248,912311,125,13118,51,8,,,236,0,0,1.44,0.0,1369.0
2020-08-26,10103,922414,104,13222,53,8,,,237,1,0,1.17,0.0,1411.0
2020-08-27,10997,933411,153,13375,51,8,,,237,0,0,1.42,0.0,1395.0
2020-08-28,10222,943633,142,13517,47,9,,,237,0,0,1.44,0.0,1422.0
2020-08-29,11224,954857,181,13698,44,9,,,237,0,0,1.75,0.0,1555.0
2020-08-30,12265,967122,109,13807,49,11,,,238,1,0,1.02,0.0,1739.0
2020-08-31,9342,976464,152,13959,52,11,,,239,1,0,1.69,0.0,1609.0
2020-09-01,8305,984769,109,14068,53,10,,,240,1,0,1.38,0.0,1639.0
2020-09-02,9557,994326,132,14200,50,10,,,240,0,0,1.44,0.0,1645.0
2020-09-03,10721,1005047,157,14357,52,11,,,241,1,0,1.5,0.0,1657.0
2020-09-04,11395,1016442,169,14526,52,13,,,242,1,0,1.61,0.0,1675.0
2020-09-05,11374,1027816,168,14694,51,13,,,244,2,0,1.58,0.0,1829.0
2020-09-06,12100,1039916,134,14828,49,11,,,245,1,0,1.19,0.0,2000.0
2020-09-07,12570,1052486,147,14975,48,10,,,249,4,0,1.26,0.0,2137.0
2020-09-08,10507,1062993,97,15072,49,7,,,250,1,0,1.0,0.0,1939.0
2020-09-09,9716,1072709,113,15185,44,7,,,250,0,0,1.25,0.0,1833.0
2020-09-10,11983,1084692,116,15301,42,6,,,251,1,0,0.98,0.0,1747.0
2020-09-11,12763,1097455,115,15416,43,6,,,252,1,0,0.94,0.0,1697.0
2020-09-12,18920,1116375,166,15582,44,7,,,252,0,0,0.89,0.0,1802.0
2020-09-13,14459,1130834,137,15719,41,7,,,252,0,0,1.0,0.0,1975.0
2020-09-14,12992,1143826,123,15842,48,9,,,252,0,0,0.96,0.0,1792.0
2020-09-15,12546,1156372,170,16012,46,8,,,252,0,0,1.41,0.0,1745.0
2020-09-16,18136,1174508,182,16194,47,8,,,252,0,0,1.05,0.0,1749.0
2020-09-17,12707,1187215,125,16319,51,8,,,252,0,0,1.05,0.0,1737.0
2020-09-18,13830,1201045,137,16456,58,9,,,252,0,0,1.03,0.0,1679.0
2020-09-19,14062,1215107,120,16576,59,11,,,253,1,0,0.89,0.0,1798.0
2020-09-20,16262,1231369,152,16728,60,12,,,254,1,0,0.97,0.0,1900.0
2020-09-21,13500,1244869,156,16884,60,12,,,256,2,0,1.24,0.0,1715.0
2020-09-22,13663,1258532,128,17012,61,13,,,258,2,0,1.0,0.0,1823.0
2020-09-23,13663,1272195,129,17141,64,15,,,260,2,0,1.04,0.0,1780.0
2020-09-24,16685,1288880,124,17265,68,15,,,260,0,0,0.85,0.0,1723.0
2020-09-25,14630,1303510,175,17440,70,16,,,261,1,0,1.28,0.0,1758.0
2020-09-26,18583,1322093,155,17595,69,16,,,262,1,0,0.91,0.0,1818.0
2020-09-27,14135,1336228,121,17716,72,14,,,263,1,0,0.94,0.0,2002.0
2020-09-28,12583,1348811,127,17843,70,12,,,263,0,0,1.08,0.0,1814.0
2020-09-29,15567,1364378,175,18018,70,12,,,264,1,0,1.16,0.0,1837.0
2020-09-30,15243,1379621,154,18172,74,13,,,268,4,0,1.05,0.0,1849.0
2020-10-01,14111,1393732,147,18319,74,15,,,271,3,0,1.16,0.0,1865.0
2020-10-02,15888,1409620,222,18541,79,16,,,275,4,0,1.5,0.0,1830.0
2020-10-03,14894,1424514,195,18736,80,16,,,277,2,0,1.35,0.0,1927.0
2020-10-04,14479,1438993,213,18949,76,14,,,278,1,0,1.49,0.0,2190.0
2020-10-05,18042,1457035,206,19155,79,16,,,278,0,0,1.2,0.0,2063.0
2020-10-06,11770,1468805,243,19398,88,15,,,280,2,0,2.12,0.0,2181.0
2020-10-07,13980,1482785,218,19616,92,13,,,281,1,0,1.68,0.0,2191.0
2020-10-08,15356,1498141,186,19802,91,11,,,282,1,0,1.35,0.0,2380.0
2020-10-09,16199,1514340,258,20060,91,12,,,283,1,0,1.67,0.0,2507.0
2020-10-10,13888,1528228,250,20310,98,14,,,284,1,0,1.93,0.0,2743.0
2020-10-11,16677,1544905,241,20551,101,16,,,285,1,0,1.57,0.0,3002.0
2020-10-12,11474,1556379,221,20772,103,13,,,285,0,0,2.03,0.0,3248.0
2020-10-13,14901,1571280,242,21014,104,14,,,287,2,0,1.7,0.0,2901.0
2020-10-14,12795,1584075,242,21256,108,15,,,287,0,0,2.01,0.0,2976.0
2020-10-15,14179,1598254,319,21575,118,10,,,288,1,0,2.36,0.0,3026.0
2020-10-16,16032,1614286,307,21882,118,12,,,289,1,0,2.01,0.0,3124.0
2020-10-17,12565,1626851,225,22107,123,13,,,289,0,0,1.85,0.0,3435.0
2020-10-18,13598,1640449,370,22477,121,16,,,291,2,0,2.89,0.0,3666.0
2020-10-19,13019,1653468,324,22801,120,15,,,293,2,0,2.63,0.0,3430.0
2020-10-20,14955,1668423,392,23193,114,15,,,295,2,0,2.88,0.0,3496.0
2020-10-21,14333,1682756,436,23629,108,17,,,297,2,0,3.18,0.0,3668.0
2020-10-22,15549,1698305,442,24071,107,14,,,301,4,0,2.89,0.0,3815.0
2020-10-23,16389,1714694,390,24461,106,15,,,304,3,0,2.5,0.0,3951.0
2020-10-24,17134,1731828,578,25039,108,17,,,306,2,0,3.54,0.0,4347.0
2020-10-25,12689,1744517,500,25539,110,16,,,307,1,0,4.12,0.0,4919.0
2020-10-26,9649,1754166,416,25955,117,16,,,309,2,0,4.57,0.0,4784.0
2020-10-27,10962,1765128,407,26362,122,20,,,314,5,0,3.94,0.0,5047.0
2020-10-28,12858,1777986,479,26841,131,18,,,320,6,0,3.94,0.0,5106.0
2020-10-29,13649,1791635,614,27455,141,25,,,323,3,0,4.83,0.0,5239.0
2020-10-30,13827,1805462,589,28044,136,24,,,326,3,0,4.39,0.0,5495.0
2020-10-31,13203,1818665,524,28568,142,24,,,333,7,0,4.17,0.0,6076.0
2020-11-01,11638,1830303,605,29173,152,28,,,338,5,0,5.34,0.0,6601.0
2020-11-02,8970,1839273,571,29744,154,28,,,341,3,0,6.61,0.0,7193.0
2020-11-03,11167,1850440,537,30281,158,32,,,350,9,0,5.05,0.0,6448.0
2020-11-04,14099,1864539,771,31052,159,32,,,354,4,0,5.74,0.0,6573.0
2020-11-05,14153,1878692,735,31787,171,32,,,361,7,0,5.48,0.0,6981.0
2020-11-06,15030,1893722,825,32612,179,33,,,368,7,0,5.89,0.0,7197.0
2020-11-07,12167,1905889,640,33252,184,35,,,373,5,0,5.59,0.0,7665.0
2020-11-08,11616,1917505,630,33882,192,38,,,383,10,0,5.72,0.0,8075.0
2020-11-09,9323,1926828,724,34606,207,42,,,389,6,0,8.22,0.0,8334.0
2020-11-10,12679,1939507,676,35282,216,44,,,397,8,0,5.76,0.0,8466.0
2020-11-11,14924,1954431,854,36136,224,50,,,400,3,0,5.98,0.0,9138.0
2020-11-12,14035,1968466,896,37032,246,53,,,407,7,0,6.93,0.0,8698.0
2020-11-13,14322,1982788,1017,38049,261,55,,,413,6,0,7.71,0.0,8991.0
2020-11-14,15603,1998391,981,39030,271,57,,,422,9,0,6.72,0.0,10017.0
2020-11-15,12217,2010608,852,39882,283,56,,,435,13,0,7.45,0.0,10050.0
2020-11-16,11539,2022147,765,40647,292,58,,,449,14,0,7.0,0.0,10458.0
2020-11-17,13453,2035600,729,41376,305,59,,,459,10,0,5.91,0.0,10500.0
2020-11-18,16471,2052071,1102,42478,322,61,,,466,7,0,7.24,0.0,10500.0
2020-11-19,17768,2069839,1140,43618,345,59,,,476,10,0,7.05,0.0,10833.0
2020-11-20,19342,2089181,1333,44951,355,58,,,484,8,0,7.45,0.0,11117.0
2020-11-21,19571,2108752,1562,46513,356,62,,,493,9,0,8.54,0.0,11745.0
2020-11-22,19567,2128319,1528,48041,364,65,,,504,11,0,8.33,0.0,12666.0
2020-11-23,13649,2141968,1120,49161,383,66,,,514,10,0,8.78,0.0,13642.0
2020-11-24,15715,2157683,1271,50432,397,74,,,524,10,0,8.53,0.0,13841.0
2020-11-25,16000,2173683,1084,51516,436,85,,,533,9,0,7.28,0.0,14219.0
2020-11-26,16355,2190038,1228,52744,448,86,,,545,12,0,7.92,0.0,14562.0
2020-11-27,21749,2211787,1714,54458,462,89,,,558,13,0,8.39,0.0,14736.0
2020-11-28,23385,2235172,1593,56051,477,94,,,567,9,0,7.32,0.0,15455.0
2020-11-29,20591,2255763,1709,57760,494,95,,,579,12,0,8.79,0.0,16225.0
2020-11-30,15884,2271647,1317,59077,520,102,,,595,16,0,8.82,0.0,16995.0
2020-12-01,18517,2290164,1695,60772,550,100,,,607,12,0,9.61,0.0,17179.0
2020-12-02,19698,2309862,1851,62623,565,101,,,625,18,0,9.81,0.0,17705.0
2020-12-03,17309,2327171,1794,64417,587,100,,,640,15,0,11.15,0.0,18318.0
2020-12-04,21186,2348357,1880,66297,601,103,,,666,26,0,9.47,0.0,18833.0
2020-12-05,23544,2371901,1828,68125,626,106,,,680,14,0,8.3,0.0,19402.0
2020-12-06,20472,2392373,1725,69850,654,113,,,699,19,0,9.02,0.0,20099.0
2020-12-07,19195,2411568,1794,71644,695,115,,,722,23,0,9.85,0.0,20698.0
2020-12-08,16894,2428462,1494,73138,708,128,,,735,13,0,9.48,0.0,21028.0
2020-12-09,16891,2445353,1596,74734,725,127,,,756,21,0,9.98,0.0,20852.0
2020-12-10,21106,2466459,1745,76479,727,127,,,775,19,0,8.93,0.0,20829.0
2020-12-11,20348,2486807,1597,78076,726,128,,,787,12,0,8.42,0.0,20845.0
2020-12-12,21833,2508640,1709,79785,705,136,,,812,25,0,8.35,0.0,20769.0
2020-12-13,20496,2529136,1865,81650,729,138,,,828,16,0,9.52,0.0,21281.0
2020-12-14,16468,2545604,1342,82992,760,135,,,848,20,0,8.9,0.0,21856.0
2020-12-15,17645,2563249,1287,84279,774,142,,,871,23,1,7.71,0.0,21393.0
2020-12-16,19960,2583209,1592,85871,784,140,,,895,24,0,8.46,0.0,20929.0
2020-12-17,19672,2602881,1461,87332,792,145,,,916,21,1,7.97,0.0,20655.0
2020-12-18,18664,2621545,1369,88701,790,154,,,944,28,0,7.93,0.0,20422.0
2020-12-19,18156,2639701,1307,90008,789,152,,,961,17,0,7.62,0.0,20101.0
2020-12-20,18499,2658200,1251,91259,810,153,,,974,13,0,7.37,0.0,20052.0
2020-12-21,14366,2672566,1052,92311,822,152,,,996,22,1,7.73,0.0,20025.0
2020-12-22,19445,2692011,1336,93647,836,144,,,1021,25,1,7.45,0.0,19182.0
2020-12-23,15747,2707758,1130,94777,852,150,,,1042,21,1,7.67,0.0,18711.0
2020-12-24,18182,2725940,1240,96017,848,151,,,1064,22,1,7.32,0.0,19718.0
2020-12-25,14406,2740346,904,96921,836,147,,,1092,28,0,6.68,0.0,20909.0
2020-12-26,7110,2747456,486,97407,846,141,,,1116,24,1,7.44,0.0,21823.0
2020-12-27,9892,2757348,955,98362,864,150,,,1143,27,0,10.35,0.0,22282.0
2020-12-28,11287,2768635,897,99259,880,154,,,1159,16,0,8.33,0.0,16489.0
2020-12-29,15059,2783694,1364,100623,903,152,,,1179,20,0,9.39,0.0,15813.0
2020-12-30,17143,2800837,1263,101886,905,144,,,1197,18,0,7.65,0.0,15601.0
2020-12-31,16684,2817521,1360,103246,892,141,,,1213,16,0,8.57,0.0,16827.0
2021-01-01,12952,2830473,921,104167,877,147,,,1237,24,4,7.61,0.0,18188.0
2021-01-02,8365,2838838,466,104633,889,142,,,1267,30,1,5.86,0.0,19121.0
2021-01-03,12232,2851070,1138,105771,890,139,,,1291,24,2,9.86,0.0,19580.0
2021-01-04,10628,2861698,878,106649,902,141,,,1316,25,1,8.62,0.0,14981.0
2021-01-05,16450,2878148,1148,107797,880,142,,,1339,23,1,7.28,0.0,14579.0
2021-01-06,15094,2893242,966,108763,847,140,,,1365,26,1,6.7,0.0,14643.0
2021-01-07,16994,2910236,1177,109940,818,139,,,1385,20,4,7.21,0.0,14515.0
2021-01-08,13664,2923900,980,110920,798,135,,,1402,17,1,7.52,0.0,14869.0
2021-01-09,12367,2936267,809,111729,772,132,,,1426,24,3,6.87,0.0,15709.0
2021-01-10,9894,2946161,627,112356,793,136,,,1454,28,0,6.65,0.0,15400.0
2021-01-11,9401,2955562,675,113031,798,133,,,1472,18,0,7.5,0.0,15224.0
2021-01-12,15960,2971522,867,113898,791,137,,,1496,24,2,5.8,0.0,14565.0
2021-01-13,16303,2987825,966,114864,767,135,,,1506,10,1,6.31,0.0,14206.0
2021-01-14,13640,3001465,779,115643,765,127,,,1521,15,1,5.91,0.0,13823.0
2021-01-15,12472,3013937,702,116345,740,123,,,1538,17,5,5.92,0.0,13591.0
2021-01-16,11527,3025464,743,117088,717,123,,,1557,19,6,6.81,0.0,14130.0
2021-01-17,8613,3034077,461,117549,717,121,,,1575,18,2,5.65,0.0,13670.0
2021-01-18,7730,3041807,462,118011,723,122,,,1587,12,2,6.27,0.0,13370.0
2021-01-19,14722,3056529,670,118681,725,125,,,1611,24,0,4.88,0.0,12559.0
